emp_length,homeownership,annual_income,verified_income,debt_to_income,credit_checks,total_credit_limit,total_credit_utilized,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,grade,issue_month
10,RENT,55000,Source Verified,5.02,1,18700,6339,0,debt_consolidation,15000,36,9.43,B,Mar-18
7,OWN,50000,Not Verified,7.97,0,196600,10534,0,debt_consolidation,8000,36,10.91,B,Jan-18
10,MORTGAGE,10000,Verified,110.44,2,352300,26307,0,debt_consolidation,21000,36,6.08,A,Jan-18
10,MORTGAGE,44000,Source Verified,23.24,0,152656,34783,0,debt_consolidation,14000,36,7.97,A,Jan-18
7,MORTGAGE,42000,Source Verified,12.94,1,67203,55861,1,house,6000,36,7.34,A,Mar-18
10,OWN,25000,Verified,28.66,2,34315,13581,0,debt_consolidation,20000,60,20.39,D,Mar-18
1,RENT,57000,Not Verified,7.62,1,47250,22352,0,other,10500,36,10.42,B,Jan-18
NA,MORTGAGE,110000,Source Verified,6.45,1,226477,13319,0,home_improvement,10000,60,18.45,D,Mar-18
1,MORTGAGE,125000,Source Verified,17.24,1,287633,79499,0,debt_consolidation,30000,60,15.05,C,Jan-18
10,MORTGAGE,75000,Not Verified,14.05,0,103500,28534,0,debt_consolidation,12000,60,13.59,C,Feb-18
10,MORTGAGE,200000,Source Verified,24.39,3,199182,131058,0,other,7500,36,7.97,A,Feb-18
6,RENT,35000,Not Verified,11.9,0,34200,10435,0,major_purchase,11000,36,6.08,A,Jan-18
10,MORTGAGE,80000,Not Verified,19.32,0,81173,30728,1,debt_consolidation,17000,36,5.32,A,Jan-18
5,RENT,74895,Source Verified,20.25,7,63201,47697,0,debt_consolidation,30000,36,15.05,C,Jan-18
2,OWN,36300,Source Verified,13.95,2,15892,14577,0,other,4800,36,17.09,D,Jan-18
10,MORTGAGE,40000,Source Verified,0.75,0,295500,264,0,debt_consolidation,15000,60,10.42,B,Jan-18
10,RENT,60000,Not Verified,31.52,0,71005,46175,0,debt_consolidation,10000,60,19.03,D,Feb-18
10,MORTGAGE,100000,Source Verified,7.85,2,312995,26947,0,major_purchase,18000,36,5.32,A,Jan-18
3,MORTGAGE,0,Not Verified,NA,3,342842,55603,0,home_improvement,35000,36,6.08,A,Jan-18
2,RENT,101000,Source Verified,19.43,1,114581,68557,0,major_purchase,15000,36,9.93,B,Jan-18
4,RENT,60000,Not Verified,8.16,2,39400,12118,0,debt_consolidation,9600,36,14.08,C,Feb-18
NA,RENT,63071,Source Verified,16.37,0,36321,28625,0,debt_consolidation,25000,36,11.99,B,Feb-18
2,RENT,52000,Not Verified,11.49,0,43855,15700,0,small_business,8000,36,7.96,A,Mar-18
NA,MORTGAGE,80000,Not Verified,34.46,1,350751,124591,0,debt_consolidation,24350,36,9.93,B,Feb-18
10,RENT,64000,Source Verified,34.46,0,81771,54523,0,debt_consolidation,14000,36,11.99,B,Feb-18
3,MORTGAGE,76000,Verified,19.77,1,290148,46293,0,credit_card,30000,36,10.9,B,Mar-18
NA,OWN,25000,Source Verified,9.07,1,39100,2993,0,credit_card,5000,36,9.93,B,Feb-18
5,MORTGAGE,95000,Source Verified,7.78,3,437263,28246,1,house,8000,36,6.72,A,Feb-18
2,MORTGAGE,5500,Verified,315.94,1,324111,56796,0,debt_consolidation,25800,60,15.05,C,Jan-18
10,MORTGAGE,49500,Verified,15.3,2,160641,31322,0,home_improvement,10000,60,14.08,C,Jan-18
3,MORTGAGE,25000,Source Verified,9.99,2,61201,3747,0,home_improvement,8500,36,9.92,B,Mar-18
6,OWN,166400,Source Verified,13.15,0,119427,108591,0,home_improvement,40000,60,15.04,C,Mar-18
5,OWN,27000,Source Verified,16.44,2,7679,4398,0,debt_consolidation,1800,36,19.03,D,Jan-18
4,RENT,75000,Not Verified,9.79,1,174212,119189,0,debt_consolidation,20000,60,9.43,B,Mar-18
6,MORTGAGE,32000,Verified,30.27,4,162552,19287,0,debt_consolidation,7775,36,21.45,D,Jan-18
10,RENT,60000,Not Verified,34.06,5,136600,60422,0,debt_consolidation,9600,36,10.9,B,Mar-18
10,MORTGAGE,152000,Verified,11.39,1,337493,77494,0,debt_consolidation,30000,60,11.98,B,Mar-18
NA,RENT,41364,Source Verified,28.75,3,58945,47931,0,debt_consolidation,10000,60,20,D,Jan-18
9,MORTGAGE,110000,Verified,10.4,1,242358,38650,1,credit_card,20000,36,11.98,B,Feb-18
2,MORTGAGE,104000,Source Verified,13.33,0,527225,35817,0,credit_card,37000,60,9.44,B,Feb-18
10,MORTGAGE,120000,Source Verified,16.36,1,421900,64926,0,debt_consolidation,15000,60,11.99,B,Jan-18
10,MORTGAGE,48580,Verified,57.34,0,235213,72164,0,medical,10000,60,11.99,B,Feb-18
0,MORTGAGE,56000,Source Verified,12.28,1,92620,27298,0,home_improvement,14000,60,9.93,B,Feb-18
0,MORTGAGE,30000,Not Verified,24.04,3,43500,19493,0,credit_card,5000,36,13.59,C,Jan-18
3,MORTGAGE,70000,Not Verified,18.76,1,161426,24212,0,home_improvement,4800,36,9.43,B,Mar-18
7,RENT,104000,Verified,18.6,0,72097,51185,0,debt_consolidation,35000,60,15.04,C,Mar-18
2,RENT,28000,Source Verified,30.43,0,33156,20996,1,other,5000,36,16.02,C,Jan-18
10,MORTGAGE,65000,Not Verified,30.26,3,344840,91865,0,debt_consolidation,20000,60,17.09,D,Feb-18
10,MORTGAGE,39000,Not Verified,8.15,0,15000,10401,0,credit_card,20000,36,10.42,B,Feb-18
1,RENT,55000,Not Verified,20.66,1,39818,12244,0,debt_consolidation,10000,36,10.41,B,Feb-18
5,MORTGAGE,35000,Source Verified,18.79,2,203910,50904,0,debt_consolidation,22000,60,17.09,D,Feb-18
10,RENT,50000,Not Verified,25.88,0,62933,44112,0,debt_consolidation,10800,60,18.06,D,Jan-18
10,OWN,85000,Verified,25.62,2,77830,57349,0,debt_consolidation,20000,36,16.02,C,Feb-18
10,OWN,35000,Not Verified,25.89,2,47349,21404,0,credit_card,11000,36,7.35,A,Jan-18
10,MORTGAGE,69000,Source Verified,18.35,1,231032,39039,0,home_improvement,25000,60,10.91,B,Feb-18
1,RENT,40000,Source Verified,6.27,1,23700,15694,0,debt_consolidation,16000,60,21.45,D,Jan-18
NA,RENT,50676,Source Verified,30.69,0,149783,32023,0,debt_consolidation,8000,36,6.71,A,Mar-18
10,RENT,63000,Verified,23.52,2,101663,64014,0,credit_card,15000,60,18.06,D,Jan-18
10,RENT,86500,Not Verified,5.73,0,16900,9014,0,credit_card,7500,36,10.42,B,Feb-18
3,MORTGAGE,65000,Not Verified,11.39,1,167621,179124,0,home_improvement,10000,36,6.08,A,Jan-18
4,MORTGAGE,57000,Not Verified,27.85,1,86111,38554,1,other,16000,36,10.9,B,Mar-18
NA,MORTGAGE,53654.88,Not Verified,7.05,3,172900,10440,0,debt_consolidation,15000,36,9.93,B,Jan-18
10,RENT,55000,Verified,35.78,12,169038,76021,0,debt_consolidation,25000,60,28.72,F,Jan-18
NA,RENT,32300,Source Verified,12.6,1,23018,9469,0,debt_consolidation,9000,36,10.9,B,Feb-18
0,RENT,98000,Not Verified,12.78,1,42538,30670,1,credit_card,10000,36,10.9,B,Mar-18
10,MORTGAGE,55000,Not Verified,10.91,1,75481,14007,1,debt_consolidation,2000,36,9.93,B,Jan-18
4,OWN,38000,Verified,1.64,0,29300,1030,0,debt_consolidation,18000,36,7.97,A,Jan-18
3,RENT,48000,Source Verified,26.48,0,80168,37435,0,home_improvement,7000,36,6.07,A,Feb-18
10,MORTGAGE,95000,Not Verified,28.8,6,313003,93950,0,debt_consolidation,20000,36,10.91,B,Jan-18
5,MORTGAGE,35000,Verified,22.26,5,122484,31933,0,debt_consolidation,10000,36,9.44,B,Jan-18
0,MORTGAGE,105000,Source Verified,29.54,9,444210,123980,0,debt_consolidation,35000,60,10.9,B,Mar-18
2,MORTGAGE,125000,Verified,13.4,0,312418,53841,0,debt_consolidation,28000,60,9.44,B,Jan-18
6,RENT,50000,Source Verified,18.41,3,42729,18868,0,credit_card,18000,36,7.97,A,Feb-18
10,OWN,62000,Verified,19.71,5,78508,59504,0,debt_consolidation,30000,36,20,D,Jan-18
1,MORTGAGE,72000,Not Verified,30.08,1,299100,41458,0,debt_consolidation,33600,36,12.62,C,Feb-18
7,RENT,32500,Not Verified,19.79,0,57522,16447,1,debt_consolidation,6500,36,6.71,A,Mar-18
5,MORTGAGE,142000,Source Verified,14.02,1,305427,71025,0,medical,3000,36,11.99,B,Jan-18
5,RENT,70000,Verified,35.3,0,84167,46738,1,debt_consolidation,28000,36,17.09,D,Jan-18
10,OWN,104000,Source Verified,8,4,356065,37113,0,debt_consolidation,35000,36,15.04,C,Mar-18
2,MORTGAGE,69000,Source Verified,7.65,3,35253,15606,0,home_improvement,24000,60,11.98,B,Mar-18
10,MORTGAGE,60000,Source Verified,27.17,1,186793,39298,0,debt_consolidation,5000,36,6.07,A,Mar-18
4,MORTGAGE,30205.5,Verified,47.68,2,207479,85741,0,debt_consolidation,14350,36,21.45,D,Jan-18
7,RENT,53246,Verified,43.14,1,75891,46687,0,credit_card,4800,36,20,D,Jan-18
10,MORTGAGE,100000,Source Verified,9.14,2,255039,21219,0,debt_consolidation,10050,36,11.99,B,Mar-18
10,MORTGAGE,120700,Verified,40.46,0,404752,102998,0,credit_card,40000,60,24.84,E,Mar-18
10,MORTGAGE,200000,Source Verified,6.07,8,394409,23566,0,small_business,10000,36,18.06,D,Feb-18
4,MORTGAGE,69000,Source Verified,28.74,2,343595,91151,0,credit_card,12000,36,7.35,A,Feb-18
3,MORTGAGE,50000,Source Verified,21.6,2,252352,40350,0,credit_card,10000,60,11.98,B,Mar-18
9,MORTGAGE,45000,Not Verified,29.2,1,230477,50933,0,credit_card,4000,36,6.08,A,Feb-18
3,OWN,150000,Source Verified,25.13,3,127500,72858,0,house,30000,60,26.3,E,Jan-18
2,RENT,28711,Verified,16.05,2,17600,11446,0,credit_card,15000,36,15.05,C,Feb-18
4,RENT,11000,Verified,106.66,3,74295,44626,0,credit_card,9000,36,11.98,B,Mar-18
10,MORTGAGE,109000,Verified,16.89,0,340409,32691,0,debt_consolidation,29975,36,15.05,C,Feb-18
10,RENT,54000,Verified,25.09,1,56518,44122,0,other,20000,60,19.03,D,Mar-18
0,MORTGAGE,60000,Source Verified,10.48,0,293153,17600,0,debt_consolidation,6000,36,10.91,B,Feb-18
10,MORTGAGE,351950,Source Verified,8.11,2,384557,68751,0,debt_consolidation,40000,36,7.96,A,Mar-18
10,MORTGAGE,180000,Not Verified,13.58,4,575389,93109,0,debt_consolidation,18000,60,16.02,C,Feb-18
10,RENT,150000,Source Verified,2.04,0,27500,6526,0,vacation,7000,36,5.32,A,Feb-18
10,OWN,15000,Source Verified,20.83,1,19300,6502,0,credit_card,5000,36,11.99,B,Jan-18
NA,RENT,30000,Source Verified,23.68,4,28310,21427,0,debt_consolidation,12000,36,19.42,D,Mar-18
10,MORTGAGE,70000,Not Verified,20.08,0,245011,33117,0,debt_consolidation,14500,36,6.71,A,Mar-18
10,MORTGAGE,63000,Source Verified,8.65,0,223674,17825,0,debt_consolidation,20000,36,7.34,A,Mar-18
10,RENT,92290,Source Verified,3.97,5,66300,26255,0,credit_card,15000,36,6.08,A,Feb-18
7,RENT,45000,Verified,22.77,3,69600,19488,0,debt_consolidation,15000,60,10.9,B,Mar-18
2,MORTGAGE,41000,Source Verified,25.67,2,187370,30465,0,credit_card,10000,36,6.72,A,Jan-18
4,MORTGAGE,138000,Verified,19.36,1,597640,83683,0,credit_card,35000,36,14.07,C,Feb-18
4,MORTGAGE,56000,Source Verified,7.25,3,220267,42241,0,other,40000,60,10.9,B,Mar-18
6,OWN,25000,Source Verified,7.36,0,22800,5414,0,credit_card,5000,36,6.72,A,Jan-18
10,MORTGAGE,68000,Verified,15.95,0,319454,37863,0,credit_card,8000,36,13.58,C,Feb-18
2,OWN,65000,Source Verified,17.01,2,111400,42813,0,debt_consolidation,18000,60,10.42,B,Jan-18
2,RENT,52500,Source Verified,33.12,1,123238,97620,0,credit_card,13000,36,10.41,B,Mar-18
10,MORTGAGE,80000,Not Verified,10.47,2,216221,25245,0,debt_consolidation,7000,36,7.96,A,Mar-18
1,OWN,45000,Source Verified,13.2,0,28800,15992,0,credit_card,20000,60,11.98,B,Mar-18
10,OWN,45500,Source Verified,17.46,5,196864,26403,1,other,6000,36,11.99,B,Jan-18
5,OWN,48000,Not Verified,18.95,0,81700,20890,0,credit_card,8000,36,7.35,A,Jan-18
NA,MORTGAGE,23000,Not Verified,11.69,0,205349,7092,0,debt_consolidation,28000,60,13.59,C,Feb-18
9,OWN,85000,Not Verified,11.2,1,98936,26652,0,debt_consolidation,20000,36,6.08,A,Feb-18
10,MORTGAGE,130000,Source Verified,11.19,3,304860,64826,0,debt_consolidation,12000,36,12.61,C,Mar-18
10,RENT,37000,Verified,17.69,1,44900,20953,0,debt_consolidation,26400,60,12.62,C,Jan-18
1,RENT,50912,Not Verified,42.03,5,154913,124011,1,debt_consolidation,35000,60,15.05,C,Feb-18
2,RENT,50000,Source Verified,11.33,1,33200,16770,0,other,28000,60,15.05,C,Jan-18
10,MORTGAGE,140000,Not Verified,26.82,4,662533,116098,0,home_improvement,24000,60,15.04,C,Mar-18
5,RENT,34416,Source Verified,37.8,0,78184,37099,0,credit_card,11500,60,9.43,B,Feb-18
10,RENT,34235,Source Verified,29.59,2,53634,33627,0,debt_consolidation,5000,36,12.62,C,Jan-18
10,MORTGAGE,125000,Verified,26.95,0,893115,88883,0,home_improvement,23175,60,11.99,B,Jan-18
2,RENT,45000,Source Verified,18.29,1,39640,30781,0,debt_consolidation,8000,36,11.99,B,Jan-18
1,RENT,35000,Not Verified,30.76,2,52652,34569,0,credit_card,12250,36,14.08,C,Jan-18
10,MORTGAGE,100000,Source Verified,16.32,4,575674,30400,0,debt_consolidation,40000,36,5.32,A,Feb-18
10,MORTGAGE,103000,Source Verified,27.37,0,227088,64793,0,debt_consolidation,24000,60,14.07,C,Mar-18
10,RENT,72550,Source Verified,2.84,1,91400,6455,0,other,6000,36,10.9,B,Mar-18
10,MORTGAGE,330000,Source Verified,19.31,5,1223025,302550,0,debt_consolidation,34000,60,13.59,C,Feb-18
3,RENT,55000,Source Verified,21.77,2,71669,59134,0,debt_consolidation,4000,36,18.45,D,Mar-18
10,MORTGAGE,95500,Verified,16.44,1,288360,21765,0,home_improvement,3000,36,18.06,D,Feb-18
NA,OWN,15000,Source Verified,29.12,0,41200,7231,1,home_improvement,10000,36,6.72,A,Feb-18
3,MORTGAGE,59000,Verified,24.98,0,306708,171995,0,debt_consolidation,14000,60,19.42,D,Mar-18
5,MORTGAGE,175933,Verified,17.53,4,617535,85344,0,debt_consolidation,20000,36,9.92,B,Mar-18
10,MORTGAGE,113409,Source Verified,19.92,2,113654,92879,0,small_business,16000,36,10.42,B,Feb-18
0,MORTGAGE,65000,Source Verified,21.16,1,210229,75333,0,credit_card,29000,60,7.35,A,Jan-18
10,RENT,60000,Source Verified,7.64,0,21000,9431,0,debt_consolidation,35000,60,14.08,C,Feb-18
9,RENT,85000,Not Verified,22.88,1,98213,46100,0,debt_consolidation,9600,36,14.08,C,Jan-18
3,MORTGAGE,150000,Source Verified,12.86,2,916200,43710,0,debt_consolidation,18000,36,5.31,A,Mar-18
10,MORTGAGE,130000,Verified,39.48,0,502912,165890,0,debt_consolidation,35000,36,15.05,C,Feb-18
10,MORTGAGE,70000,Not Verified,20.52,5,56348,28916,1,home_improvement,25000,60,14.08,C,Feb-18
10,MORTGAGE,100000,Source Verified,5.98,1,354505,24698,0,other,17000,60,11.99,B,Jan-18
3,MORTGAGE,78000,Source Verified,19.26,5,124367,45796,0,debt_consolidation,10000,36,7.96,A,Mar-18
1,MORTGAGE,106500,Source Verified,10.3,3,355770,46659,0,debt_consolidation,10000,36,7.96,A,Mar-18
10,MORTGAGE,60000,Not Verified,4.94,0,420193,5003,0,home_improvement,15000,60,9.44,B,Feb-18
4,MORTGAGE,134315,Verified,29.45,1,481747,103183,0,debt_consolidation,35000,36,13.58,C,Mar-18
2,MORTGAGE,45000,Not Verified,7.28,0,111600,9899,0,major_purchase,5000,36,7.34,A,Mar-18
2,MORTGAGE,89000,Not Verified,11.77,1,286883,76397,1,debt_consolidation,15000,36,5.31,A,Mar-18
10,OWN,57500,Source Verified,16.18,0,291462,24486,0,other,4000,36,6.71,A,Mar-18
10,MORTGAGE,102000,Verified,2.19,4,303306,4089,0,moving,20000,36,5.31,A,Mar-18
1,MORTGAGE,112700,Source Verified,9.1,6,477991,66191,0,debt_consolidation,20000,36,11.99,B,Jan-18
5,RENT,96000,Not Verified,9.43,0,51284,18458,0,debt_consolidation,10000,36,6.72,A,Jan-18
6,RENT,112500,Not Verified,19.42,0,93785,72536,0,debt_consolidation,30000,36,11.99,B,Feb-18
10,MORTGAGE,52000,Not Verified,21.39,0,361908,16365,0,debt_consolidation,5000,36,5.32,A,Jan-18
10,MORTGAGE,177000,Verified,17.1,5,541190,65993,0,credit_card,10000,60,12.61,C,Mar-18
0,RENT,34500,Not Verified,6.43,0,56200,55247,0,credit_card,4200,36,10.42,B,Jan-18
5,MORTGAGE,15000,Verified,6.8,1,12225,16593,0,home_improvement,16025,60,23.88,E,Feb-18
2,RENT,65000,Not Verified,26.44,1,204414,183260,0,credit_card,10000,36,6.72,A,Jan-18
NA,MORTGAGE,75000,Not Verified,27.23,1,304731,106041,0,debt_consolidation,10000,60,14.07,C,Mar-18
NA,OWN,88000,Source Verified,13.51,1,286521,86344,0,debt_consolidation,17000,60,9.44,B,Feb-18
10,RENT,45000,Not Verified,33.41,2,89074,56646,0,debt_consolidation,10000,36,17.09,D,Mar-18
7,MORTGAGE,180000,Not Verified,19.12,2,1270604,124964,0,major_purchase,28800,60,12.62,C,Jan-18
10,MORTGAGE,77900,Source Verified,34.65,2,269166,41458,1,debt_consolidation,30000,36,19.42,D,Mar-18
2,RENT,34000,Source Verified,13.73,0,38000,11754,0,credit_card,10000,36,10.91,B,Jan-18
0,RENT,90000,Not Verified,24.57,0,358483,210505,0,debt_consolidation,16000,60,14.08,C,Feb-18
10,MORTGAGE,80000,Source Verified,22.4,11,202268,85294,0,debt_consolidation,10000,36,6.72,A,Jan-18
NA,RENT,108000,Not Verified,4.56,3,56900,18333,0,credit_card,10000,36,10.42,B,Jan-18
10,MORTGAGE,80000,Verified,29.34,0,215197,80407,0,debt_consolidation,35000,60,21.45,D,Jan-18
10,RENT,49000,Not Verified,10.85,1,33717,8576,0,debt_consolidation,36000,60,16.01,C,Mar-18
10,MORTGAGE,93600,Source Verified,15.78,3,433654,51116,0,debt_consolidation,24000,36,11.98,B,Mar-18
5,MORTGAGE,50000,Verified,26.02,4,209565,43443,0,debt_consolidation,12000,36,13.58,C,Mar-18
9,MORTGAGE,98000,Source Verified,22.86,2,247349,72967,0,debt_consolidation,35000,60,17.47,D,Mar-18
10,MORTGAGE,70000,Source Verified,14.11,2,246800,29371,1,debt_consolidation,8000,36,16.02,C,Jan-18
5,OWN,50000,Verified,3.44,1,44625,6832,0,debt_consolidation,4000,36,5.32,A,Jan-18
2,RENT,50000,Source Verified,25.32,0,41794,18281,0,other,3000,36,11.98,B,Mar-18
1,RENT,25000,Source Verified,32.12,0,41299,27927,0,credit_card,10000,36,13.59,C,Feb-18
6,OWN,45000,Source Verified,18.16,2,47633,29406,0,other,9600,36,14.08,C,Feb-18
10,MORTGAGE,175000,Not Verified,8.91,2,170965,46767,0,debt_consolidation,6000,36,9.44,B,Jan-18
10,OWN,118000,Not Verified,12.5,6,184166,176895,1,debt_consolidation,16000,36,10.41,B,Feb-18
4,MORTGAGE,105000,Not Verified,12.54,0,64349,38264,0,credit_card,10500,36,9.92,B,Mar-18
10,OWN,159000,Not Verified,12.37,3,101445,65010,0,home_improvement,25000,60,15.05,C,Jan-18
10,MORTGAGE,74000,Source Verified,19.82,1,269770,5436,0,major_purchase,21600,60,9.44,B,Feb-18
10,RENT,43000,Not Verified,4.02,1,57068,57301,0,credit_card,4000,36,12.61,C,Feb-18
10,MORTGAGE,90500,Not Verified,15.86,8,80755,47213,0,home_improvement,15000,60,21.85,D,Mar-18
8,RENT,78000,Not Verified,30.13,0,92762,38518,0,credit_card,22600,60,30.17,F,Jan-18
2,RENT,115000,Not Verified,12.75,7,87897,54858,0,home_improvement,15000,36,19.42,D,Mar-18
10,RENT,56000,Source Verified,22.31,0,104535,79254,0,credit_card,5000,36,10.42,B,Jan-18
10,MORTGAGE,120000,Source Verified,4.8,3,27656,19418,1,home_improvement,32000,60,14.08,C,Jan-18
10,MORTGAGE,128000,Verified,24.77,2,192253,101493,0,debt_consolidation,40000,60,11.99,B,Jan-18
2,MORTGAGE,120000,Source Verified,26.22,4,563200,72328,0,debt_consolidation,36000,36,6.08,A,Mar-18
3,RENT,55000,Not Verified,7.27,2,12150,3120,0,debt_consolidation,8600,36,13.58,C,Mar-18
5,RENT,115000,Verified,18.41,1,87993,55670,0,debt_consolidation,30000,60,10.42,B,Feb-18
3,MORTGAGE,73623,Not Verified,17.7,2,311218,114335,1,credit_card,18200,60,9.93,B,Jan-18
2,RENT,32500,Source Verified,9.93,1,22040,18343,0,small_business,6500,36,10.9,B,Mar-18
2,MORTGAGE,60705,Verified,28.87,5,78254,44559,0,credit_card,27000,36,14.08,C,Feb-18
1,RENT,70000,Verified,27.05,0,96689,27641,0,credit_card,25000,36,6.07,A,Mar-18
10,RENT,70000,Source Verified,9.51,0,25400,18399,0,debt_consolidation,30000,36,10.91,B,Feb-18
5,MORTGAGE,62000,Source Verified,19.82,0,203731,32016,0,credit_card,24000,36,9.44,B,Feb-18
9,RENT,55000,Verified,45.52,5,116801,94704,0,debt_consolidation,20000,60,26.3,E,Feb-18
10,OWN,250000,Not Verified,3.67,2,397115,27239,0,debt_consolidation,10000,36,6.07,A,Mar-18
7,OWN,40000,Source Verified,6.69,2,37000,13672,0,debt_consolidation,9000,36,11.99,B,Jan-18
5,OWN,50000,Not Verified,33.7,3,266490,61812,0,debt_consolidation,32000,36,9.43,B,Feb-18
10,OWN,48000,Verified,15.68,1,83675,18504,0,credit_card,20000,60,21.45,D,Jan-18
10,RENT,42000,Not Verified,23.17,0,51862,24163,0,debt_consolidation,9500,36,14.08,C,Feb-18
6,MORTGAGE,72000,Not Verified,24.83,1,126656,89100,1,debt_consolidation,25000,36,9.44,B,Jan-18
3,RENT,48450,Source Verified,20.19,0,96461,79654,0,debt_consolidation,8000,36,17.09,D,Feb-18
4,MORTGAGE,72200,Verified,49.98,3,483062,114420,0,debt_consolidation,40000,60,21.85,D,Mar-18
5,MORTGAGE,32000,Verified,9.3,2,174102,6606,0,debt_consolidation,8400,36,17.09,D,Jan-18
NA,OWN,95500,Source Verified,31.26,3,173632,83447,0,home_improvement,10000,36,14.08,C,Feb-18
7,OWN,80000,Source Verified,17.9,3,65433,44650,1,debt_consolidation,25000,36,13.58,C,Mar-18
5,MORTGAGE,65000,Not Verified,5.1,0,152343,11227,0,major_purchase,4000,36,5.32,A,Feb-18
10,OWN,100000,Source Verified,4.04,8,153300,13141,0,debt_consolidation,10000,36,12.62,C,Feb-18
NA,MORTGAGE,59000,Source Verified,10.92,6,108284,15058,1,home_improvement,12000,36,9.44,B,Jan-18
6,RENT,50000,Verified,13.66,6,69435,62630,1,debt_consolidation,28000,60,14.07,C,Mar-18
3,RENT,55000,Source Verified,18.85,1,65581,22850,0,credit_card,8000,36,10.9,B,Mar-18
6,MORTGAGE,60000,Verified,27,5,294395,53346,0,debt_consolidation,30000,36,14.08,C,Feb-18
4,MORTGAGE,71000,Not Verified,18.61,1,299498,87055,0,debt_consolidation,6400,36,7.97,A,Feb-18
10,RENT,75000,Source Verified,4.14,0,15744,8819,0,home_improvement,30000,60,14.07,C,Mar-18
10,MORTGAGE,100000,Not Verified,9.72,1,186875,29614,0,other,20000,60,13.58,C,Mar-18
10,RENT,108000,Not Verified,18.99,1,187308,104671,0,other,10000,36,6.72,A,Jan-18
10,RENT,60000,Source Verified,11.7,4,27094,13064,1,debt_consolidation,20000,60,16.02,C,Jan-18
1,MORTGAGE,260000,Source Verified,14.94,3,1150850,113199,0,debt_consolidation,20000,36,6.07,A,Mar-18
9,MORTGAGE,250000,Source Verified,16.73,0,180875,99647,1,debt_consolidation,38400,36,6.72,A,Feb-18
10,RENT,76000,Not Verified,8.26,0,112889,31937,0,debt_consolidation,16000,36,5.32,A,Jan-18
2,RENT,130000,Source Verified,12.04,1,106431,64557,1,credit_card,5000,36,7.96,A,Mar-18
8,RENT,70000,Source Verified,14.04,2,46003,34273,0,debt_consolidation,15000,36,20.39,D,Mar-18
10,MORTGAGE,80000,Not Verified,10.44,3,195508,11655,0,debt_consolidation,4500,36,9.93,B,Jan-18
10,MORTGAGE,118000,Source Verified,18.52,2,739401,239449,1,house,16000,60,18.06,D,Feb-18
10,MORTGAGE,70000,Verified,21.12,3,67943,54469,0,debt_consolidation,35000,36,23.88,E,Jan-18
1,RENT,20000,Source Verified,11.28,1,5800,5679,0,other,5475,36,20.39,D,Mar-18
1,RENT,35000,Source Verified,20.16,10,38365,21945,0,credit_card,6000,36,12.61,C,Mar-18
1,RENT,35000,Source Verified,34.99,0,51500,29375,0,credit_card,14400,36,14.08,C,Jan-18
7,MORTGAGE,128000,Verified,16.3,1,420066,40191,0,debt_consolidation,20000,36,10.41,B,Mar-18
10,RENT,55000,Not Verified,36.16,2,81664,67069,0,debt_consolidation,10000,36,19.03,D,Jan-18
10,RENT,60000,Not Verified,15.2,0,104164,24815,0,debt_consolidation,10000,36,6.08,A,Feb-18
